FOOD_ID,FOOD_NAME,FOOD_GROUP,FOOD_INTAKE,INTAKE_UNIT,FOOD_CAL,FOOD_PROTEIN,FOOD_CARBO,FOOD_PROVI,FOOD_SALT,FOOD_CHOLE
4620,그린티라떼 ICED,음료 및 차류,354,mL,198,6,-,-,93,-
4621,핫초코 HOT,음료 및 차류,354,mL,404,10,-,-,166,-
4622,핫초코 ICED,음료 및 차류,354,mL,314,7,-,-,112,-
4623,화이트초코 HOT,음료 및 차류,354,mL,419,10,-,-,154,-
4624,화이트초코 ICED,음료 및 차류,354,mL,354,7,-,-,104,-
4625,리얼 벨지안 초코 HOT,음료 및 차류,354,mL,624,13,-,-,146,-
4626,리얼 벨지안 초코 ICED,음료 및 차류,354,mL,518,8,-,-,64,-
4627,민트초코 HOT,음료 및 차류,354,mL,320,11,-,-,213,-
4628,민트초코 ICED,음료 및 차류,354,mL,363,8,-,-,164,-
4629,천도복숭아 주스,음료 및 차류,354,mL,112,2,-,-,-,-
4630,천도복숭아 스무디,음료 및 차류,354,mL,197,1,-,-,6,-
4631,망고오렌지 스무디,음료 및 차류,354,mL,209,1,-,-,15,-
4632,딸기 스무디,음료 및 차류,354,mL,264,3,-,-,48,-
4633,오렌지파인착즙스무디,음료 및 차류,354,mL,187,2,-,-,25,-
4634,비트사과착즙스무디,음료 및 차류,354,mL,186,3,-,-,43,-
4635,청포도케일착즙스무디,음료 및 차류,354,mL,209,2,-,-,30,-
4636,오렌지파인착즙주스,음료 및 차류,354,mL,107,1,-,-,24,-
4637,비트사과착즙주스,음료 및 차류,354,mL,106,2,-,-,42,-
4638,청포도케일착즙주스,음료 및 차류,354,mL,129,1,-,-,29,-
4639,블루베리 요거트 할리치노,음료 및 차류,354,mL,287,7,-,-,176,-
4640,플레인 요거트 할리치노,음료 및 차류,354,mL,302,8,-,-,210,-
4641,밀크티 할리치노,음료 및 차류,354,mL,316,2,-,-,76,-
4642,그린티 할리치노,음료 및 차류,354,mL,412,7,-,-,143,-
4643,다크초코칩 할리치노,음료 및 차류,354,mL,658,8,-,-,45,-
4644,민트 초코 할리치노,음료 및 차류,354,mL,511,8,-,-,194,-
4645,딸기치즈케익 할리치노,음료 및 차류,354,mL,432,7,-,-,171,-
4646,콜드브루 모카 할리치노,음료 및 차류,354,mL,407,6,-,-,193,-
4647,콜드브루 할리치노,음료 및 차류,354,mL,307,5,-,-,178,-
4648,더블베리 스파클링,음료 및 차류,472,mL,144,0,-,-,19,-
4649,복숭아 자두 스파클링,음료 및 차류,472,mL,153,0,-,-,5,-
4650,자몽 파인 스파클링 new,음료 및 차류,472,mL,208,0,-,-,18,-
4651,청포도 스파클링,음료 및 차류,472,mL,189,0,-,-,19,-
4652,페퍼로니 치즈 바게트,빵류,200,g,512,26,-,-,1229,-
4653,미트볼 칠리 치즈,빵류,233,g,570,26,-,-,1229,-
4654,명란 에그 마요,빵류,288,g,729,32,-,-,1874,-
4655,반반 마요 (에그/감자),빵류,285,g,684,26,-,-,1577,-
4656,당근 크림치즈 라운드,빵류,203,g,739,8,-,-,482,-
4657,인절미 크림 쉬폰 라운드,빵류,170,g,602,9,-,-,216,-
4658,복숭아 얼그레이,음료 및 차류,168,g,609,6,-,-,183,-
4659,아이스크림 사과 타르트,빵류,206,g,445,4,-,-,100,-
4660,쌀 촉촉 카스테라,빵류,180,g,495,11,-,-,85,-
4661,아이스크림 꽂힌 티라미스,빵류,190,g,468,8,-,-,165,-
4662,블루베리 마스카포네 라운드,빵류,168,g,547,8,-,-,132,-
4663,단호박 치즈 라운드,빵류,233,g,665,15,-,-,362,-
4664,페스토 햄 모짜렐라,빵류,185,g,450,25,-,-,1010,-
4665,올리브 베이컨 치아바타,빵류,198,g,560,25,-,-,1110,-
4666,오트밀 치킨 할라피뇨,빵류,220,g,444,26,-,-,1018,-
4667,에그 마요,빵류,270,g,651,31,-,-,1620,-
4668,더블 베리 치즈 라운드,빵류,210,g,620,12,-,-,573,-
4669,더블 초코 라운드,빵류,231,g,951,9,-,-,309,-
4670,딸기 갸토 쇼콜라,빵류,121,g,406,6,-,-,57,-
4671,리얼벨지안 초코케익,빵류,162,g,685,8,-,-,226,-
4672,마스카포네 티라미스,빵류,131,g,345,4,-,-,105,-
4673,뉴욕치즈,빵류,125,g,313,6,-,-,150,-
4674,쿠키&치즈,과자류,141,g,247,4,-,-,33,-
4675,초코쿠키 파운드케익,빵류,80,g,380,5,-,-,130,-
4676,얼그레이 파운드케익,빵류,80,g,335,5,-,-,90,-
4677,햄치즈 데니쉬식빵,빵류,100,g,350,9,-,-,320,-
4678,갈릭 데니쉬식빵,빵류,100,g,335,10,-,-,470,-
4679,크로크무슈,빵류,160,g,470,10,-,-,845,-
4680,스위트콘 에그데니쉬,빵류,130,g,487,14,-,-,489,-
4681,베이컨 에그 데니쉬,빵류,120,g,485,15,-,-,521,-
4682,초코칩 스콘,빵류,105,g,508,8,-,-,421,-
4683,크랜베리 스콘,빵류,105,g,493,7,-,-,418,-
4684,데니쉬 와플,빵류,72,g,276,5,-,-,162,-
4685,치즈 퐁듀 바게트볼,빵류,125,g,442,10,-,-,662,-
4686,초콜릿 카라멜 바게트볼,빵류,147,g,545,10,-,-,621,-
4687,허니바게트볼,빵류,130,g,488,9,-,-,604,-
4688,머쉬룸 수프볼,빵류,206,g,370,10,-,-,758,-
4689,블루베리 크림치즈 머핀,빵류,90,g,450,7,-,-,540,-
4690,치즈베이글&크림치즈,빵류,148,g,479,14,-,-,296,-
4691,플레인 베이글&크림치즈,빵류,138,g,366,13,-,-,598,-
4692,블루베리 베이글&크림치즈,빵류,138,g,371,12,-,-,646,-
4693,치킨 크림 리조또,밥류,241,g,454,16,-,-,511,-
4694,스파이시 씨푸드 리조또,밥류,241,g,361,14,-,-,648,-
4695,로제 펜네 그라탕,밥류,241,g,383,22,-,-,797,-
4696,멜로한 연유 라떼,음료 및 차류,316,mL,192,10.4,-,-,9.6,-
4697,아이스 멜로한 연유 라떼,음료 및 차류,216,mL,137,7.4,-,-,6.9,-
4698,멜로우 크림 라떼,음료 및 차류,367,mL,224.2,11.1,-,-,11.2,-
4699,아이스 멜로우 크림 라떼,음료 및 차류,267,mL,169.2,8.1,-,-,8.5,-
4700,에스프레소,음료 및 차류,30,mL,1,0.3,-,-,-,-
4701,카페 아메리카노,음료 및 차류,360,mL,1,0.3,-,-,-,-
4702,아이스 카페 아메리카노,음료 및 차류,420,mL,1,0.3,-,-,-,-
4703,카페 라떼,음료 및 차류,360,mL,126,7.8,-,-,6,-
4704,아이스 카페 라떼,음료 및 차류,420,mL,91,5.7,-,-,5,-
4705,카푸치노,음료 및 차류,360,mL,116,7.2,-,-,6,-
4706,아이스 카푸치노,음료 및 차류,420,mL,61,3.9,-,-,3,-
4707,바닐라 라떼,음료 및 차류,360,mL,117,7.5,-,-,6,-
4708,아이스 바닐라 라떼,음료 및 차류,420,mL,78,5.1,-,-,4,-
4709,헤이즐넛 라떼,음료 및 차류,360,mL,158,7.6,-,-,7.9,-
4710,아이스 헤이즐넛 라떼,음료 및 차류,420,mL,103,4.6,-,-,5.2,-
4711,카라멜 마끼아또,음료 및 차류,360,mL,162,5.6,-,-,9,-
4712,아이스 카라멜 마끼아또,음료 및 차류,420,mL,162,5.6,-,-,9,-
4713,카페모카,음료 및 차류,360,mL,175,8.4,-,-,9,-
4714,아이스 카페모카,음료 및 차류,420,mL,137,6.1,-,-,9,-
4715,매드벨벳,음료 및 차류,240,mL,106.6,4.4,-,-,5.33,-
4716,초콜릿 밀크,음료 및 차류,360,mL,204,8.5,-,-,10,-
4717,아이스 초콜릿 밀크,음료 및 차류,420,mL,169,6.4,-,-,9,-
4718,그린티 라떼,음료 및 차류,360,mL,146,8.3,-,-,7,-
4719,아이스 그린티 라떼,음료 및 차류,420,mL,111,6.2,-,-,6,-
4720,밀크티,음료 및 차류,360,mL,125,27.5,-,-,6,-
4721,아이스 밀크티,음료 및 차류,420,mL,90,5.4,-,-,5,-
4722,고구마 라떼,음료 및 차류,360,mL,128,7.5,-,-,6,-
4723,아이스 고구마 라떼,음료 및 차류,420,mL,93,5.4,-,-,5,-
4724,레드벨벳 라떼,음료 및 차류,360,mL,211,8.7,-,-,10,-
4725,아이스 레드벨벳 라떼,음료 및 차류,420,mL,114.1,5.6,-,-,5.7,-
4726,다크 쇼콜라,음료 및 차류,294,mL,246.7,11.1,-,-,12.3,-
4727,아이스 다크 쇼콜라,음료 및 차류,144,mL,171.7,6.6,-,-,8.6,-
4728,2019 피치플럼 빙수,아이스크림류,392,mL,121,9.2,-,-,6.1,-
4729,에스프레소 프라노베,음료 및 차류,420,mL,153,5.3,-,-,8,-
4730,모카 프라노베,음료 및 차류,420,mL,179,5.3,-,-,9,-
4731,카라멜 프라노베,음료 및 차류,420,mL,212,4.3,-,-,11,-
4732,초코 프라노베,음료 및 차류,420,mL,228,7,-,-,11,-
4733,넛츠 프라노베,음료 및 차류,420,mL,290,5,-,-,14,-
4734,그린티 프라노베,음료 및 차류,420,mL,154,5.8,-,-,7,-
4735,자바칩 프라노베,음료 및 차류,420,mL,313,5,-,-,15,-
4736,쿠키앤크림 프라노베,음료 및 차류,420,mL,317,5,-,-,15,-
4737,다크쇼콜라 프라노베,음료 및 차류,420,mL,230.7,9,-,-,11.53,-
4738,스무벨라 딸기,음료 및 차류,420,mL,52,1,-,-,3,-
4739,스무벨라 키위,음료 및 차류,420,mL,48,0.9,-,-,2,-
4740,스무벨라 망고,음료 및 차류,420,mL,12,0.7,-,-,1,-
4741,베리베리 스무벨라,음료 및 차류,420,mL,54,0.9,-,-,3,-
4742,요거스무벨라 플레인,음료 및 차류,420,mL,119,8,-,-,6,-
4743,요거스무벨라 딸기,음료 및 차류,420,mL,98,4.9,-,-,5,-
4744,요거스무벨라 블루베리,음료 및 차류,420,mL,98,4.9,-,-,5,-
4745,맑은 유자 플럼 티,음료 및 차류,360,mL,15.4,0.2,-,-,0.77,-
4746,아이스 맑은 유자 플럼 티,음료 및 차류,420,mL,15.4,0.2,-,-,0.77,-
4747,시나몬 진저 티,음료 및 차류,360,mL,10,0,-,-,0.5,-
4748,아이스 시나몬 진저 티,음료 및 차류,420,mL,10,0,-,-,0.5,-
4749,맑은 배 도라지 티,음료 및 차류,360,mL,12.1,0.1,-,-,0.6,-
4750,아이스 맑은 배 도라지 티,음료 및 차류,420,mL,12.1,0.1,-,-,0.6,-
4751,레드클렌즈,음료 및 차류,240,mL,40,1,-,-,2,-
4752,루트클렌즈,음료 및 차류,240,mL,54,1,-,-,3,-
4753,엘로우 클렌즈,음료 및 차류,240,mL,23,1,-,-,1,-
4754,그린 클렌즈,음료 및 차류,240,mL,70,1,-,-,-,-
4755,유자차,음료 및 차류,360,mL,30,0,-,-,1.5,-
4756,레몬 에이드,음료 및 차류,420,mL,29,0.9,-,-,1,-
4757,자몽 에이드,음료 및 차류,420,mL,29,0.9,-,-,1,-
4758,라임에이드,음료 및 차류,360,mL,8,0,-,-,-,-
4759,얼그레이 클래식,음료 및 차류,360,mL,0,0,-,-,-,-
4760,캐모마일,음료 및 차류,360,mL,3,0,-,-,-,-
4761,머스캣,음료 및 차류,360,mL,6,1,-,-,-,-
4762,루이보스 슈가플럼,음료 및 차류,360,mL,0,0,-,-,-,-
4763,레몬 티,음료 및 차류,360,mL,25,0.9,-,-,1,-
4764,아이스 레몬 티,음료 및 차류,420,mL,25,0.9,-,-,1,-
4765,자몽 티,음료 및 차류,360,mL,25,0.9,-,-,1,-
4766,아이스 자몽 티,음료 및 차류,420,mL,25,0.9,-,-,1,-
4767,딸기 주스,음료 및 차류,420,mL,70,2,-,-,3,-
4768,키위 주스,음료 및 차류,420,mL,5,0,-,-,-,-
4769,토마토 주스,음료 및 차류,420,mL,9,2,-,-,-,-
4770,2019 딸기 빙수,아이스크림류,536,mL,141.4,17,-,-,7.1,-
4771,2019 곡물 팥빙수,아이스크림류,430,mL,260.7,32.7,-,-,13,-
4772,2019 포도 빙수,아이스크림류,463,mL,124.6,10.2,-,-,6.23,-
4773,2019 곡물 팥빙수(SNOW),아이스크림류,658,mL,341.2,29.1,-,-,17.1,-
4774,2019 딸기 요거트 빙수(SNOW),아이스크림류,652,mL,218.1,9.2,-,-,10.9,-
4775,2019 피치플럼 빙수(SNOW),아이스크림류,538,mL,190.3,8.8,-,-,9.5,-
4776,2019 포도 빙수(SNOW),아이스크림류,647,mL,188.6,11.9,-,-,9.4,-
4777,2019 쿠키앤초코 빙수(SNOW),아이스크림류,467,mL,367.5,11.9,-,-,18.4,-
4778,콘 소시지,빵류,145,g,905.9,12.8,-,-,45.2,-
4779,소시지 치즈 롤,빵류,148,g,972.3,12.2,-,-,48.6,-
4780,콘 치즈,빵류,143,g,505.4,7.7,-,-,25.2,-
4781,슈크림 브레드,빵류,184,g,90.5,12.4,-,-,4.52,-
4782,고구마 치즈 브레드,빵류,172,g,289.4,13.5,-,-,14.4,-
4783,크로크무슈,빵류,220,g,1293,20,-,-,65,-
4784,허니 갈릭 부기브레드,빵류,170,g,492,9,-,-,25,-
4785,스윗 칠리 부기브레드,빵류,170,g,470,8,-,-,24,-
4786,아이스 크로칸 슈,과자류,80,g,135,7,-,-,7,-
4787,미니 허니브레드 _ 플레인,빵류,130,g,280.01,2.01,-,-,1,-
4788,미니 허니브레드 _ 초코,빵류,130,g,288.04,2.03,-,-,-,-
4789,미니 허니브레드 _ 카라멜,빵류,130,g,276.34,1.77,-,-,-,-
4790,미니 허니브레드 _ 녹차,빵류,130,g,270.1,1.8,-,-,13,-
4791,컬러 베이글,빵류,110,g,161,6.3,-,-,8,-
4792,버터 카야 토스트,빵류,128,g,131.4,9,-,-,6.57,-
4793,카야토스트,빵류,89,g,501,20,-,-,25,-
4794,블루베리 토스트,빵류,95,g,514,8,-,-,26,-
4795,크림치즈 프레즐,빵류,99,g,310,7,-,-,16,-
4796,스낵의 정석(오리지널),과자류,30,g,40,2,-,-,2,-
4797,스낵의 정석(그린애플),과자류,30,g,70,3,-,-,4,-
4798,더치커피(에티오피아 예가체프),음료 및 차류,375,g,0,2.5,-,-,-,-
4799,더치커피(케냐AA),음료 및 차류,375,g,0,2,-,-,-,-
4800,더치커피(에티오피아 예가체프),음료 및 차류,1000,g,6.7,6.7,-,-,-,-
4801,더치커피(케냐AA),음료 및 차류,1000,g,157.8,2,-,-,-,-
4802,오리지널 핫도그,빵류,143,g,292,14.3,-,-,-,-
4803,어니언 핫도그,빵류,156,g,359,14.3,-,-,-,-
4804,렐리쉬 핫도그,빵류,173,g,322,14.7,-,-,-,-
4805,화이트 렐리쉬 핫도그,빵류,178,g,342,16,-,-,-,-
4806,할리피뇨치즈 핫도그,빵류,178,g,342,16,-,-,-,-
4807,시카고 핫도그,빵류,181,g,305,14.7,-,-,-,-
4808,칠리치즈 핫도그,빵류,161,g,350,16.2,-,-,-,-
4809,튜나마요 핫도그,빵류,161,g,383,16.2,-,-,-,-
4810,페퍼로니 핫도그,빵류,161,g,398,16.2,-,-,-,-
4811,어니언링 핫도그,빵류,199,g,515,16.7,-,-,-,-
4812,스파이스치킨 핫도그,빵류,194,g,363,20.5,-,-,-,-
4813,치즈불고기 핫도그,빵류,186,g,421,24.8,-,-,-,-
4814,고르곤졸라 핫도그,빵류,152,g,373,20.2,-,-,-,-
4815,치킨텐더 핫도그,빵류,174,g,330,13.4,-,-,-,-
4816,아메리카노 HOT,음료 및 차류,290,mL,34,1.1,-,-,-,-
4817,아메리카노 ICE,음료 및 차류,390,mL,34,1.1,-,-,-,-
4818,카페라떼 HOT,음료 및 차류,300,mL,192,8.6,-,-,-,-
4819,카페라떼 ICE,음료 및 차류,390,mL,160,7.1,-,-,-,-
4820,카페모카 HOT,음료 및 차류,284,mL,296,7.9,-,-,-,-
4821,카페모카 ICE,음료 및 차류,390,mL,264,6.4,-,-,-,-
4822,카라멜모카 HOT,음료 및 차류,279,mL,270,7.5,-,-,-,-
4823,카라멜모카 ICE,음료 및 차류,390,mL,238,6,-,-,-,-
4824,카라멜라떼 HOT,음료 및 차류,320,mL,257,8.6,-,-,-,-
4825,카라멜라떼 ICE,음료 및 차류,390,mL,213,6.5,-,-,-,-
4826,카라멜마끼아또 HOT,음료 및 차류,294,mL,243,7.1,-,-,-,-
4827,카라멜마끼아또 ICE,음료 및 차류,390,mL,211,5.6,-,-,-,-
4828,카푸치노 HOT,음료 및 차류,270,mL,148,6.5,-,-,-,-
4829,카푸치노 ICE,음료 및 차류,390,mL,129,5.6,-,-,-,-
4830,초코라떼 HOT,음료 및 차류,290,mL,277,8.2,-,-,-,-
4831,초코라떼 ICE,음료 및 차류,390,mL,245,6.7,-,-,-,-
4832,바닐라카페라떼 HOT,음료 및 차류,320,mL,260,8.6,-,-,-,-
4833,바닐라카페라떼 ICE,음료 및 차류,390,mL,216,6.5,-,-,-,-
4834,그린티라떼 HOT,음료 및 차류,280,mL,269,10.5,-,-,-,-
4835,그린티라떼 ICE,음료 및 차류,390,mL,237,9,-,-,-,-
4836,블랙빈 라떼 HOT,음료 및 차류,280,mL,270,8.3,-,-,-,-
4837,블랙빈 라떼 ICE,음료 및 차류,390,mL,239,6.8,-,-,-,-
4838,딸기 스무디,음료 및 차류,390,mL,297,3,-,-,-,-
4839,키위 스무디,음료 및 차류,390,mL,306,3,-,-,-,-
4840,망고 스무디,음료 및 차류,390,mL,297,3,-,-,-,-
4841,블루베리 스무디,음료 및 차류,390,mL,315,3,-,-,-,-
4842,버터갈릭 포테이토 S,튀김류,170,g,390,3,20,14,-,-
4843,버터갈릭 포테이토 L,튀김류,240,g,780,6,20,14,-,-
4844,치즈갈릭 포테이토 S,튀김류,170,g,390,3.1,20,14,-,-
4845,치즈갈릭 포테이토 L,튀김류,340,g,780,6.2,20,14,-,-
4846,오리지널 포테이토 S,튀김류,150,g,324,3.9,20,14,-,-
4847,오리지널 포테이토 L,튀김류,300,g,649,7.8,20,14,-,-
4848,고르곤졸라 포테이토 S,튀김류,172,g,408,9.9,20,14,-,-
4849,고르곤졸라 포테이토 L,튀김류,344,g,815,19.8,20,14,-,-
4850,칠리치즈 포테이토 S,튀김류,181,g,385,6.9,20,14,-,-
4851,칠리치즈 포테이토 L,튀김류,362,g,769,13.9,20,14,-,-
4852,사워크림 포테이토 S,튀김류,181,g,471,6.5,20,14,-,-
4853,사워크림 포테이토 L,튀김류,362,g,943,13,20,14,-,-
4854,스위트 칠리 포테이토 S,튀김류,171,g,370,3.8,20,14,-,-
4855,스위트 칠리 포테이토 L,튀김류,342,g,740,7.6,20,14,-,-
4856,할라치뇨치즈 포테이토 S,튀김류,183,g,365,5.3,20,14,-,-
4857,할라치뇨치즈 포테이토 L,튀김류,366,g,729,10.6,20,14,-,-
4858,어니언 포테이토 S,튀김류,176,g,394,3.9,20,14,-,-
4859,어니언 포테이토 L,튀김류,352,g,788,7.9,20,14,-,-
4860,치즈시즈닝 포테이토 S,튀김류,150,g,313,3.7,20,14,-,-
4861,치즈시즈닝 포테이토 L,튀김류,300,g,625,7.4,20,14,-,-
4862,허니버터 시즈닝 포테이토 S,튀김류,150,g,313,3.7,20,14,-,-
4863,허니버터 시즈닝 포테이토 L,튀김류,300,g,625,7.4,20,14,-,-
4864,오렌지에이드,음료 및 차류,390,mL,136,2,20,14,-,-
4865,레몬에이드,음료 및 차류,390,mL,155,0,20,14,-,-
4866,자몽에이드,음료 및 차류,390,mL,116,2,20,14,-,-
4867,청포도 에이드,음료 및 차류,390,mL,183,0,20,14,-,-
4868,치즈스틱 S,튀김류,75,g,184,13.5,20,14,-,-
4869,치즈스틱 L,튀김류,150,g,369,27,20,14,-,-
4870,미니츄러스 S,빵류,73,g,133,3,20,14,-,-
4871,미니츄러스 L,빵류,146,g,266,6,20,14,-,-
4872,어니언링 S,튀김류,115,g,365,4.9,20,14,-,-
4873,어니언링 L,튀김류,230,g,729,9.8,20,14,-,-
4874,치킨텐더 S,튀김류,113,g,233,13.3,20,14,-,-
4875,치킨텐더 L,튀김류,226,g,465,26.7,20,14,-,-
4876,크림치즈 프레즐,빵류,99,g,250,7,20,14,-,-
4877,벨지움 와플,빵류,75,g,346,6.1,20,14,-,-
4878,플레인 베이글,빵류,113,g,317,12,20,14,-,-
4879,콘덕(오리지널/체다치즈),빵류,143,g,395,12.7,20,14,-,-
4880,페퍼소시지,기타,99,g,250,14.6,20,14,-,-
4881,흑당소보루,빵류,85,g,295,6,20,14,270,-
4882,자꾸 생각나는 갈릭바게뜨,빵류,45,g,200,3,20,14,220,-
4883,쫄깃한 왕꽈배기,빵류,110,g,410,6,20,14,420,-
4884,흑당 가득 품은 호떡,빵류,105,g,330,7,20,14,390,-
4885,베사멜버섯치즈빵,빵류,70,g,175,6,20,14,340,-
4886,새우감자봉,빵류,95,g,360,6,20,14,360,-
4887,썸머 초코바나나번,빵류,80,g,255,6,20,14,230,-
4888,토종효모 참 고소한 곡물식빵,빵류,100,g,310,9,20,14,470,-
4889,토종효모 호두브레드,빵류,100,g,315,10,20,14,540,-
4890,강원도 찰옥수수소보루크림빵,빵류,80,g,315,5,20,14,210,-
4891,초코 왕소라빵 플러스,빵류,75,g,240,5,20,14,190,-
4892,미니 통밀후르츠 브레드,빵류,115,g,320,8,20,14,560,-
4893,토종효모 참깨브레드,빵류,100,g,305,10,20,14,360,-
4894,단팔 소보루빵 플러스,빵류,105,g,335,8,20,14,260,-
4895,달콤한 꿀도넛,빵류,35,g,90,1,20,14,100,-
4896,시나몬롤식빵,빵류,108,g,415,6,20,14,330,-
4897,미니 올리브 브레드,빵류,100,g,240,7,20,14,630,-
4898,블루베리파이,빵류,95,g,390,5,20,14,330,-
4899,후레쉬크림샌드빵,빵류,125,g,455,9,20,14,420,-
4900,무설탕 멀티그레인 토스트,빵류,100,g,305,11,20,14,500,-
4901,크림치즈시나몬롤,빵류,110,g,430,10,20,14,210,-
4902,골든스윗토스트,빵류,100,g,290,8,20,14,520,-
4903,꽃맛살고로케,빵류,110,g,400,7,20,14,470,-
4904,꿀슈크림빵,빵류,84,g,215,5,20,14,180,-
4905,명품 잡채고로케,빵류,120,g,400,7,20,14,560,-
4906,몬스터 치즈번,빵류,100,g,350,6,20,14,290,-
4907,찰진 호박 찜케익,빵류,100,g,300,4,20,14,340,-
4908,64겹 골든페스츄리,빵류,98,g,375,7,20,14,425,-
4909,쫄깃한 토종효모빵(미니),빵류,90,g,220,6,20,14,400,-
4910,오리엔탈 치킨봉,빵류,95,g,320,8,20,14,590,-
4911,토종효모 통밀가득 로만밀브레드,빵류,100,g,335,9,20,14,400,-
4912,크림치즈롤파이,빵류,17,g,70,1,20,14,80,-
4913,모닝바게뜨,빵류,95,g,250,9,20,14,480,-
4914,미니크라상,빵류,18,g,80,1,20,14,80,-
4915,쫄깃한 토종효모빵,빵류,125,g,305,8,20,14,550,-
4916,옛날 왕슈크림도넛,빵류,95,g,295,6,20,14,270,-
4917,건포도 토종효모빵,빵류,100,g,240,6,20,14,360,-
4918,토종효모 참 부드러운 생크림 식빵,빵류,100,g,305,8,20,14,410,-
4919,호밀호두빵(대),빵류,83,g,255,7,20,14,380,-
4920,토종효모 건강한 로만밀 클래식,빵류,100,g,285,9,20,14,440,-
4921,포켓샌드 사과,빵류,100,g,300,5,20,14,260,-
4922,토종효모 쫄깃한 토스트,빵류,100,g,255,8,20,14,430,-
4923,그린티 본델리슈,빵류,100,g,280,7,20,14,85,-
4924,쫄깃한 피자빵,빵류,110,g,290,5,20,14,520,-
4925,뽀드득 그릴 소시지,빵류,100,g,245,10,20,14,550,-
4926,치즈파니니,빵류,89,g,235,6,20,14,390,-
4927,촉촉함을 담은 쫄깃한 식빵,빵류,86,g,240,7,20,14,320,-
4928,담백하고 쫄깃한 뜯어먹는 식빵,빵류,87,g,230,6,20,14,360,-
4929,돌돌 말린 소시지도넛,빵류,85,g,330,8,20,14,450,-
4930,플레인 베이글,빵류,75,g,220,6,20,14,410,-
4931,데니쉬식빵,빵류,105,g,315,7,20,14,420,-
4932,스위트 밀크식빵,빵류,135,g,460,12,20,14,560,-
4933,모닝토스트,빵류,100,g,375,8,20,14,400,-
4934,야채빵,빵류,90,g,205,6,20,14,375,-
4935,사각피자빵,빵류,135,g,355,9,20,14,620,-
4936,찹쌀도넛,빵류,95,g,300,5,20,14,190,-
4937,모찌모찌 치즈스틱,빵류,30,g,105,1,20,14,120,-
4938,크림치즈찹쌀도넛,빵류,55,g,200,3,20,14,170,-
4939,아몬드모닝,빵류,130,g,505,11,20,14,530,-
4940,오리지널머핀,빵류,75,g,316,4,20,14,166,-
4941,진도해풍맞은쑥빵,빵류,80,g,192,5,20,14,335,-
4942,토종효모 순수(秀)담백,빵류,100,g,255,8,20,14,430,-
4943,정통크라상,빵류,53,g,235,4,20,14,220,-
4944,블루베리머핀,빵류,75,g,300,0,20,14,150,-
4945,토종효모 그대로토스트,빵류,100,g,325,8,20,14,480,-
4946,강원도 옥수수로 만든 옥수수빵,빵류,80,g,176,4,20,14,550,-
4947,찹쌀페스츄리도넛,빵류,55,g,280,3,20,14,180,-
4948,크림치즈곡물페스츄리,빵류,60,g,240,5,20,14,230,-
4949,소시지조리빵,빵류,80,g,260,9,20,14,380,-
4950,블루베리베이글,빵류,75,g,210,5,20,14,370,-
4951,꽈배기도넛,빵류,55,g,245,4,20,14,230,-
4952,치즈 인 치즈,빵류,85,g,245,8,20,14,520,-
4953,촉촉한 치즈케익,빵류,80,g,270,4,20,14,80,-
4954,통곡물브레드,빵류,100,g,280,9,20,14,460,-
4955,토종효모 우리쌀 식빵,빵류,70,g,185,6,20,14,320,-
4956,초코칩트위스트,빵류,68,g,240,4,20,14,240,-
4957,미니 통밀 후르츠 브레드,빵류,115,g,320,8,20,14,560,-
4958,토종효모 호두 호밀식빵,빵류,100,g,280,10,20,14,430,-
4959,바게뜨,빵류,53,g,145,5,20,14,280,-
4960,미니찹쌀도넛,빵류,35,g,130,2,20,14,105,-
4961,블루베리크림치즈페스츄리,빵류,65,g,255,4,20,14,260,-
4962,별난고구마찰스틱,빵류,50,g,160,2,20,14,130,-
4963,크로크무슈,빵류,85,g,205,10,20,14,430,-
4964,토종효모 단호박검은깨식빵,빵류,100,g,280,8,20,14,410,-
4965,토종효모 옥수수 식빵,빵류,100,g,275,9,20,14,480,-
4966,초코츄잉스타,빵류,54,g,240,2,20,14,115,-
4967,미니초코칩트위스트,빵류,15,g,55,1,20,14,55,-
4968,햄에그 고로케,빵류,110,g,445,8,20,14,420,-
4969,초코소보루빵,빵류,65,g,225,5,20,14,200,-
4970,목초란으로 만든 핑거스틱,빵류,100,g,380,9,20,14,360,-
4971,추억의 소시지빵,빵류,110,g,360,9,20,14,555,-
4972,쏘야고로케,빵류,100,g,345,7,20,14,470,-
4973,단팥크림 코팡,빵류,85,g,230,5,20,14,180,-
4974,144겹 파이만주,빵류,40,g,160,3,20,14,160,-
4975,까망베르 치즈후레쉬번,빵류,140,g,480,11,20,14,530,-
4976,치즈소시지페스츄리,빵류,105,g,405,9,20,14,620,-
4977,갈릭페스츄리식빵,빵류,80,g,330,6,20,14,390,-
4978,부드러운 연유브레드,빵류,80,g,315,6,20,14,290,-
4979,딸기에 물든 치즈달,빵류,70,g,205,5,20,14,240,-
4980,순수秀우유크림빵,빵류,80,g,190,5,20,14,230,-
4981,포켓샌드딸기요거티,빵류,80,g,275,5,20,14,260,-
4982,포켓샌드 땅콩,빵류,80,g,285,6,20,14,260,-
4983,고구마건포도롤,빵류,108,g,380,9,20,14,440,-
4984,크림치즈호두빵,빵류,90,g,295,8,20,14,340,-
4985,밤롤브레드,빵류,90,g,275,7,20,14,350,-
4986,진한 초코브레드,빵류,69,g,250,5,20,14,160,-
4987,커피번,빵류,47,g,190,3,20,14,150,-
