imglink,company,title,link,star,effect1,effect2,gender,age
http://imgproxy.pillyze.io/zArgUxcbvQkMvMZdHS1UdIcgtPPC8Xb__TfKxZWpSKM/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS8xay8xODNjMWRiZC0xMzc0LzUwMA,닥터린,초임계 알티지 오메가3,https://www.pillyze.com/products/1374/초임계-알티지-오메가3,4.52,피로 개선 39%,콜레스테롤 수치 개선 22%,FEMALE,AGE_40
http://imgproxy.pillyze.io/HNE11I7xqI7szTFHCKMOxqfmp4xGLYEkd1pqZuoNJKo/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS80ay9lZWIzMWQ3Ny00NDEwLzUwMA,세노비스,트리플러스 우먼,https://www.pillyze.com/products/4410/트리플러스-우먼,4.52,피로 개선 77%,감기 덜 걸림 24%,FEMALE,AGE_40
http://imgproxy.pillyze.io/4abDV9G5Lz2ez45imZHgyfDRJg0Y9e0NfEBbQ22Da-I/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS8way8zYTU1NmY5Yy02Ny81MDA,종근당건강,혈행건강 프로메가 알티지 오메가3 듀얼,https://www.pillyze.com/products/67/혈행건강-프로메가-알티지-오메가3-듀얼,4.6,피로 개선 31%,콜레스테롤 수치 개선 22%,FEMALE,AGE_40
http://imgproxy.pillyze.io/0B1OaUeVbfZKN-e6mmQre02iW9vWWE4Q-RqgPDcr3zg/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS8way9jNWNkZjczNS0xMzYvNTAw,센트룸,우먼(국내),https://www.pillyze.com/products/136/우먼(국내),4.46,피로 개선 78%,감기 덜 걸림 20%,FEMALE,AGE_40
http://imgproxy.pillyze.io/zWcaqxRj5DdUtr5-eJU1JggssIEt4YyREiQkcX9TVhM/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS8way8xZGZiMDRlNi0xNTIvNTAw,네이처스웨이,얼라이브 원스데일리 포 우먼,https://www.pillyze.com/products/152/얼라이브-원스데일리-포-우먼,4.37,피로 개선 80%,감기 덜 걸림 23%,FEMALE,AGE_40
https://imgproxy.pillyze.io/qm9ZGhGO5Xvsbs2zeLx_BVEygHcQYleF0uvedEaWn1s/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS8way80MTk1NTIxMy0xLzEwMDA,고려은단,비타민C 1000,https://www.pillyze.com/products/1/비타민C-1000,4.67,감기 덜 걸림 52%,얼굴색 좋아짐 25%,FEMALE,AGE_40
http://imgproxy.pillyze.io/Yx1l0qr-hdzgw5sFGZPMJM5ed3YeoTEXG3MrW8czOiA/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS80ay8wNTM1MTY4Zi00NjUxLzUwMA,고려은단,멀티비타민 올인원,https://www.pillyze.com/products/4651/멀티비타민-올인원,4.58,피로 개선 82%,감기 덜 걸림 25%,FEMALE,AGE_40
http://imgproxy.pillyze.io/WLhCkrWnYB0foVCOnzlzgjutWFzfcYnuh-5fRt3cGLY/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS8way82MTk3NGY2Zi0zMi8xMDAw,덴프스,덴마크 유산균이야기(캡슐),https://www.pillyze.com/products/32/덴마크-유산균이야기(캡슐),4.65,변비 개선 63%,복부 가스 덜 참 34%,FEMALE,AGE_40
http://imgproxy.pillyze.io/Mh_SZxAZTQ7s05t0MAEp3IWB5uJDNblD8ZLUxPsWbHI/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS8way84ZDllZjBkNy00NzMvNTAw,고려은단,비타민C 1000 이지 + 비타민D,https://www.pillyze.com/products/473/비타민C-1000-이지-+-비타민D,4.7,감기 덜 걸림 47%,얼굴색 좋아짐 21%,FEMALE,AGE_40
http://imgproxy.pillyze.io/NOdl5LrscO4zsfTyR4XPX_v0zVmjDShY33hRHw0QRT0/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS8yOWsvMDU1YmRhODgtMjk0MzEvMTAwMA,에스더포뮬러,여에스더 글루타치온 다이렉트 필름 5X,https://www.pillyze.com/products/29431/여에스더-글루타치온-다이렉트-필름-5X,4.5,피부 잡티 개선 32%,피부 탄력 개선 30%,FEMALE,AGE_40
http://imgproxy.pillyze.io/NPaWBzW--tVMnHqvmR7mND0IwqWVxFiE2Ins4ytou8w/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS8xay83NWUzMjE3Zi0xOTY5LzUwMA,안국건강,안국 루테인 지아잔틴 미니,https://www.pillyze.com/products/1969/안국-루테인-지아잔틴-미니,4.66,눈 피로감 개선 67%,안구건조증 개선 42%,FEMALE,AGE_40
http://imgproxy.pillyze.io/CqbyrWwoeNs4DRdwDt5qcwaB9dDIZMdloghZBxE90KU/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS8way83YjhlNjM1Mi02LzUwMA,종근당건강,(단종) 락토핏 생유산균 골드,https://www.pillyze.com/products/6/(단종)-락토핏-생유산균-골드,4.57,변비 개선 65%,복부 가스 덜 참 31%,FEMALE,AGE_40
http://imgproxy.pillyze.io/UqnaMhk1zTFFyhmDntSX5HMgVpAgsj0AFMA4t7gYd9Y/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS83ay81NjRkZTZmNS03NTg1LzUwMA,유한양행,엘레나 UREX 프로바이오틱스,https://www.pillyze.com/products/7585/엘레나-UREX-프로바이오틱스,4.66,질염 발생 빈도 감소 80%,변비 개선 33%,FEMALE,AGE_40
https://cdn.pillyze.io/products/v1/17k/db6435f9-17989/500,우리이앤엘,하루틴 리포좀 비타민C,https://www.pillyze.com/products/17989/하루틴-리포좀-비타민C,4.57,피로 개선 89%,얼굴색 좋아짐 13%,FEMALE,AGE_40
https://imgproxy.pillyze.io/meYPmW-MlnA63MytI_lNHhcqzkU7rknUpmnYBu4x2eE/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS8xOGsvMTU3NWRjNmQtMTg1OTIvMTAwMA,라이프익스텐션,투퍼데이 멀티비타민(캡슐),https://www.pillyze.com/products/18592/투퍼데이-멀티비타민(캡슐),4.58,피로 개선 88%,감기 덜 걸림 27%,FEMALE,AGE_40
https://cdn.pillyze.io/products/v1/16k/bd359f96-16921/500,종근당건강,아이클리어 루테인아스타잔틴,https://www.pillyze.com/products/16921/아이클리어-루테인아스타잔틴,4.54,눈 피로감 개선 75%,안구건조증 개선 38%,FEMALE,AGE_40
http://imgproxy.pillyze.io/RJOA_yDGseg_u67JhDcE4OTw8_HQTBWd5RDS5daawM8/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS83ay8xODU4OWQ0YS03MjE1LzEwMDA,GC녹십자,비맥스 메타,https://www.pillyze.com/products/7215/비맥스-메타,4.6,피로 개선 92%,감기 덜 걸림 25%,FEMALE,AGE_40
https://imgproxy.pillyze.io/rYFMdgvkRNYF2lHenyKQrvQrM6e3rUeDzBEs66ovmlk/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS8way8wYWI1NWQwYy0yNzAvMTAwMA,자로우포뮬라,우먼스 펨 도필러스 10억(해외),https://www.pillyze.com/products/270/우먼스-펨-도필러스-10억(해외),4.71,질염 발생 빈도 감소 77%,변비 개선 26%,FEMALE,AGE_40
http://imgproxy.pillyze.io/nvn00QzWS-7YSc8O36WbbXA17XVbv288UE6QtKGU2Cw/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS83ay81OGE2NTNhYS03MjY5LzEwMDA,대웅제약,임팩타민 프리미엄,https://www.pillyze.com/products/7269/임팩타민-프리미엄,4.61,피로 개선 91%,구내염 개선 29%,FEMALE,AGE_40
http://imgproxy.pillyze.io/gBGTglNuTByUsMj9aHvYkmOujyPLpC4RxDDuNiCAfa0/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS8way85ZTdiOWFkOC05MC81MDA,고려은단,비타민C 골드플러스,https://www.pillyze.com/products/90/비타민C-골드플러스,4.6,감기 덜 걸림 49%,수면질 개선 19%,FEMALE,AGE_40
https://imgproxy.pillyze.io/L2tYMO5WYFFhqW4X4uRwq0gwZ4HRjiP1I50GbhkuBnk/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS85ay9jMGJjM2Q4Ny05MzYwLzEwMDA,스포츠리서치,트리플 스트렝스 오메가3 피쉬오일 (오메가3 1040mg),https://www.pillyze.com/products/9360/트리플-스트렝스-오메가3-피쉬오일-(오메가3-1040mg),4.74,피로 개선 43%,콜레스테롤 수치 개선 26%,FEMALE,AGE_40
http://imgproxy.pillyze.io/YY_Ld3nC1DIeU253-Wp_FEvm9JP9XkrGhmaMOxpIgSQ/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS8xMGsvOGYwMjRiODEtMTA4MDIvNTAw,닥터스베스트,CoQ10 100mg with 바이오페린,https://www.pillyze.com/products/10802/CoQ10-100mg-with-바이오페린,4.57,피로 개선 56%,혈압 수치 개선 29%,FEMALE,AGE_40
https://imgproxy.pillyze.io/ld5L2J6JpCemgwJ6DFgjR_GBjUol5pQzpAwG06QobqU/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS8xMmsvMjk5MTZlZGQtMTIwOTkvMTAwMA,나우푸드,글루타치온 500mg,https://www.pillyze.com/products/12099/글루타치온-500mg,4.56,얼굴색 좋아짐 52%,피로 개선 44%,FEMALE,AGE_40
https://imgproxy.pillyze.io/BPa6aJcneNPfCRtgNRzKVIzSkK7GpFgoIu1Eo-RjU4A/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS8way8wOTkyMDA3NS0zMTMvMTAwMA,오쏘몰,이뮨 드링크+타블렛 (해외),https://www.pillyze.com/products/313/이뮨-드링크+타블렛-(해외),4.66,피로 개선 97%,감기 덜 걸림 30%,FEMALE,AGE_40
https://cdn.pillyze.io/products/v1/19k/5f13dd8d-19018/500,센트룸,포 우먼 멀티비타민 미네랄,https://www.pillyze.com/products/19018/포-우먼-멀티비타민-미네랄,4.45,피로 개선 77%,감기 덜 걸림 22%,FEMALE,AGE_40
http://imgproxy.pillyze.io/vSwDXAwa-JQGMpI0b2F0x0WNTNfnmnH40BNoYNBdmjE/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS8xMmsvMWVhOGFmZmMtMTIwOTYvNTAw,나우푸드,퀘르세틴 with 브로멜라인,https://www.pillyze.com/products/12096/퀘르세틴-with-브로멜라인,4.57,붓기 개선 26%,비염 개선 22%,FEMALE,AGE_40
http://imgproxy.pillyze.io/8997mK4sxfvlQGm51pZFswQpa2xFEtsR7sZn1riaq_A/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS8way9hMDdhZTQ1NS0yMzYvNTAw,종근당,칼슘 앤 마그네슘 비타민D 아연,https://www.pillyze.com/products/236/칼슘-앤-마그네슘-비타민D-아연,4.54,피로 개선 44%,눈 떨림 개선 43%,FEMALE,AGE_40
https://imgproxy.pillyze.io/0YPFnTvRIzpr4G-_1PbVQJF0goFQr2pFmdFE5kcMsrI/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS8xMmsvYzIzZjQyYzYtMTI5NDAvMTAwMA,스포츠리서치,트리플 스트렝스 오메가3 피쉬오일 (오메가3 1055mg),https://www.pillyze.com/products/12940/트리플-스트렝스-오메가3-피쉬오일-(오메가3-1055mg),4.7,피로 개선 47%,콜레스테롤 수치 개선 28%,FEMALE,AGE_40
http://imgproxy.pillyze.io/u6r8hWcO7KGaG658DemhDPwzdV95Hkk8vx8J2mO-0Yg/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS8way80ZDk5YWE0Yi0xODgvNTAw,닥터스베스트,MSM 1500mg,https://www.pillyze.com/products/188/MSM-1500mg,4.46,관절염 완화 62%,근육통 완화 28%,FEMALE,AGE_50
http://imgproxy.pillyze.io/NOdl5LrscO4zsfTyR4XPX_v0zVmjDShY33hRHw0QRT0/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS8yOWsvMDU1YmRhODgtMjk0MzEvMTAwMA,에스더포뮬러,여에스더 글루타치온 다이렉트 필름 5X,https://www.pillyze.com/products/29431/여에스더-글루타치온-다이렉트-필름-5X,4.5,피부 잡티 개선 32%,피부 탄력 개선 30%,FEMALE,AGE_50
http://imgproxy.pillyze.io/qf8hSFsmZ0dGHiqKuivBL8zumeZovT1YWi8uLF0gWlU/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS81ay84MTAwN2NiMi01MTEwLzUwMA,뉴트리원,뉴트리원라이프 루테인 지아잔틴 164,https://www.pillyze.com/products/5110/뉴트리원라이프-루테인-지아잔틴-164,4.45,눈 피로감 개선 71%,안구건조증 개선 36%,FEMALE,AGE_50
http://imgproxy.pillyze.io/4abDV9G5Lz2ez45imZHgyfDRJg0Y9e0NfEBbQ22Da-I/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS8way8zYTU1NmY5Yy02Ny81MDA,종근당건강,혈행건강 프로메가 알티지 오메가3 듀얼,https://www.pillyze.com/products/67/혈행건강-프로메가-알티지-오메가3-듀얼,4.6,피로 개선 31%,콜레스테롤 수치 개선 22%,FEMALE,AGE_50
http://imgproxy.pillyze.io/8997mK4sxfvlQGm51pZFswQpa2xFEtsR7sZn1riaq_A/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS8way9hMDdhZTQ1NS0yMzYvNTAw,종근당,칼슘 앤 마그네슘 비타민D 아연,https://www.pillyze.com/products/236/칼슘-앤-마그네슘-비타민D-아연,4.54,피로 개선 44%,눈 떨림 개선 43%,FEMALE,AGE_50
http://imgproxy.pillyze.io/Yx1l0qr-hdzgw5sFGZPMJM5ed3YeoTEXG3MrW8czOiA/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS80ay8wNTM1MTY4Zi00NjUxLzUwMA,고려은단,멀티비타민 올인원,https://www.pillyze.com/products/4651/멀티비타민-올인원,4.58,피로 개선 82%,감기 덜 걸림 25%,FEMALE,AGE_50
http://imgproxy.pillyze.io/rc6SVrHrI_HllXbD9ExuOWnumrZ1m3y3bZuL6Kpjbyo/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS8way9iNmJkMjJiYy0yMDMvMTAwMA,종근당건강,아이클리어 루테인지아잔틴,https://www.pillyze.com/products/203/아이클리어-루테인지아잔틴,4.47,눈 피로감 개선 70%,안구건조증 개선 41%,FEMALE,AGE_50
https://cdn.pillyze.io/products/v1/17k/db6435f9-17989/500,우리이앤엘,하루틴 리포좀 비타민C,https://www.pillyze.com/products/17989/하루틴-리포좀-비타민C,4.57,피로 개선 89%,얼굴색 좋아짐 13%,FEMALE,AGE_50
http://imgproxy.pillyze.io/zArgUxcbvQkMvMZdHS1UdIcgtPPC8Xb__TfKxZWpSKM/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS8xay8xODNjMWRiZC0xMzc0LzUwMA,닥터린,초임계 알티지 오메가3,https://www.pillyze.com/products/1374/초임계-알티지-오메가3,4.52,피로 개선 39%,콜레스테롤 수치 개선 22%,FEMALE,AGE_50
https://imgproxy.pillyze.io/qm9ZGhGO5Xvsbs2zeLx_BVEygHcQYleF0uvedEaWn1s/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS8way80MTk1NTIxMy0xLzEwMDA,고려은단,비타민C 1000,https://www.pillyze.com/products/1/비타민C-1000,4.67,감기 덜 걸림 52%,얼굴색 좋아짐 25%,FEMALE,AGE_50
http://imgproxy.pillyze.io/zWcaqxRj5DdUtr5-eJU1JggssIEt4YyREiQkcX9TVhM/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS8way8xZGZiMDRlNi0xNTIvNTAw,네이처스웨이,얼라이브 원스데일리 포 우먼,https://www.pillyze.com/products/152/얼라이브-원스데일리-포-우먼,4.37,피로 개선 80%,감기 덜 걸림 23%,FEMALE,AGE_50
http://imgproxy.pillyze.io/19BK7vSOrxOptRjidMXDy3GixpfMTMdG25Mfk9YHryc/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS85ay83NWI1ZGZhZS05MzQ1LzUwMA,라이프익스텐션,투퍼데이 멀티비타민(타블렛),https://www.pillyze.com/products/9345/투퍼데이-멀티비타민(타블렛),4.53,피로 개선 85%,감기 덜 걸림 25%,FEMALE,AGE_50
http://imgproxy.pillyze.io/ewkns3RgKt9aqJHMFss9qdWOAHwOtOHsl3qzjyayL5s/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS8way9mNDk2ZTVjMy04LzUwMA,지엔엠,칼슘 마그네슘 아연 비타민D,https://www.pillyze.com/products/8/칼슘-마그네슘-아연-비타민D,4.56,피로 개선 48%,눈 떨림 개선 39%,FEMALE,AGE_50
http://imgproxy.pillyze.io/WLhCkrWnYB0foVCOnzlzgjutWFzfcYnuh-5fRt3cGLY/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS8way82MTk3NGY2Zi0zMi8xMDAw,덴프스,덴마크 유산균이야기(캡슐),https://www.pillyze.com/products/32/덴마크-유산균이야기(캡슐),4.65,변비 개선 63%,복부 가스 덜 참 34%,FEMALE,AGE_50
http://imgproxy.pillyze.io/SETPEqfDeK6poYgneY_BbiNktRKaIOU4gnYiaeaOfWw/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS8yay81MDNkNjA0Ni0yNTQ0LzEwMDA,에이스바이옴,BNR17 다이어트 유산균 비에날씬 프로,https://www.pillyze.com/products/2544/BNR17-다이어트-유산균-비에날씬-프로,4.46,변비 개선 71%,복부 가스 덜 참 37%,FEMALE,AGE_50
http://imgproxy.pillyze.io/-4h4rvlibk7xoat6X0N-blliDMkomQsGYKegpS2JNZY/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS8yMGsvZGRiZTYzZjQtMjA3NTkvMTAwMA,종근당건강,생유산균 락토핏 골드 프로바이오틱스 아연,https://www.pillyze.com/products/20759/생유산균-락토핏-골드-프로바이오틱스-아연,4.64,변비 개선 60%,복부 가스 덜 참 31%,FEMALE,AGE_50
http://imgproxy.pillyze.io/YY_Ld3nC1DIeU253-Wp_FEvm9JP9XkrGhmaMOxpIgSQ/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS8xMGsvOGYwMjRiODEtMTA4MDIvNTAw,닥터스베스트,CoQ10 100mg with 바이오페린,https://www.pillyze.com/products/10802/CoQ10-100mg-with-바이오페린,4.57,피로 개선 56%,혈압 수치 개선 29%,FEMALE,AGE_50
http://imgproxy.pillyze.io/twFIFLxGZCbcDkfS_81RPgD3U8h_j6K7qmgbj7PQTLE/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS8xMmsvNzYyYjVjZmQtMTI0OTMvNTAw,암웨이,뉴트리라이트 더블엑스 리필 종합비타민 무기질,https://www.pillyze.com/products/31/뉴트리라이트-더블엑스-리필-종합비타민-무기질,4.6,피로 개선 85%,감기 덜 걸림 43%,FEMALE,AGE_50
http://imgproxy.pillyze.io/VuHIUar8lovY4cqp4r3Vo45OKwOOqo4MK-08IMfZwbU/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS8xMmsvOTQ0NWJmZTktMTI2NjkvNTAw,쏜리서치,베이직 뉴트리언트 투퍼데이,https://www.pillyze.com/products/12669/베이직-뉴트리언트-투퍼데이,4.65,피로 개선 87%,감기 덜 걸림 25%,FEMALE,AGE_50
http://imgproxy.pillyze.io/Mh_SZxAZTQ7s05t0MAEp3IWB5uJDNblD8ZLUxPsWbHI/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS8way84ZDllZjBkNy00NzMvNTAw,고려은단,비타민C 1000 이지 + 비타민D,https://www.pillyze.com/products/473/비타민C-1000-이지-+-비타민D,4.7,감기 덜 걸림 47%,얼굴색 좋아짐 21%,FEMALE,AGE_50
http://imgproxy.pillyze.io/NPaWBzW--tVMnHqvmR7mND0IwqWVxFiE2Ins4ytou8w/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS8xay83NWUzMjE3Zi0xOTY5LzUwMA,안국건강,안국 루테인 지아잔틴 미니,https://www.pillyze.com/products/1969/안국-루테인-지아잔틴-미니,4.66,눈 피로감 개선 67%,안구건조증 개선 42%,FEMALE,AGE_50
http://imgproxy.pillyze.io/SZR0s_vv78bHzbvVdUeZ6tX-CDcKrYDXavNekJ99Tq8/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS8xN2svZThhNDU0MzktMTc5NjkvMTAwMA,종근당건강,락토핏 생유산균 코어맥스,https://www.pillyze.com/products/17969/락토핏-생유산균-코어맥스,4.63,변비 개선 65%,복부 가스 덜 참 33%,FEMALE,AGE_50
http://imgproxy.pillyze.io/tHgH0nFNJ5CMHo22pKSa2UZuI-DCbzb5iYTRr1I2eao/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS8xMmsvZGIyN2ZlMmEtMTIzMzUvNTAw,나우푸드,칼슘 & 마그네슘,https://www.pillyze.com/products/12335/칼슘-&-마그네슘,4.46,피로 개선 52%,눈 떨림 개선 42%,FEMALE,AGE_50
http://imgproxy.pillyze.io/gJ6VwhFhf4Agd5MH1rlQo3X1oLzRDacUCfyaD7OsL9o/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS8way9iNjVhYTM0ZS01NTkvNTAw,에이스바이옴,BNR17 다이어트 유산균 비에날씬,https://www.pillyze.com/products/559/BNR17-다이어트-유산균-비에날씬,4.22,변비 개선 62%,복부 가스 덜 참 27%,FEMALE,AGE_50
http://imgproxy.pillyze.io/nvn00QzWS-7YSc8O36WbbXA17XVbv288UE6QtKGU2Cw/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS83ay81OGE2NTNhYS03MjY5LzEwMDA,대웅제약,임팩타민 프리미엄,https://www.pillyze.com/products/7269/임팩타민-프리미엄,4.61,피로 개선 91%,구내염 개선 29%,FEMALE,AGE_50
https://imgproxy.pillyze.io/XOMc0WuGNheiQo-FTPiUYkp-wnlXYVgVveh1sSCkxZ4/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS8xNmsvOWNmNmE4OTEtMTYwMzQvMTAwMA,담백하루,초임계 알티지 오메가에센스 1000,https://www.pillyze.com/products/16034/초임계-알티지-오메가에센스-1000,4.72,콜레스테롤 수치 개선 30%,수면질 개선 27%,FEMALE,AGE_50
http://imgproxy.pillyze.io/gBGTglNuTByUsMj9aHvYkmOujyPLpC4RxDDuNiCAfa0/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS8way85ZTdiOWFkOC05MC81MDA,고려은단,비타민C 골드플러스,https://www.pillyze.com/products/90/비타민C-골드플러스,4.6,감기 덜 걸림 49%,수면질 개선 19%,FEMALE,AGE_50
http://imgproxy.pillyze.io/7oSpTB3RTvQIhl6k5ARdzPD9yMyWG-c97QbWqIcMf6Q/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS8xMWsvNDI0YmVjMDItMTEwMTIvNTAw,나우푸드,비오틴 5000mcg,https://www.pillyze.com/products/11012/비오틴-5000mcg,4.48,탈모 개선 47%,손톱 강화 16%,FEMALE,AGE_50
http://imgproxy.pillyze.io/iE-rOZKijR_s5_0IcbBJyXAJ1kT-ji8GrwHOY4qcKnU/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS8way9kYTQ1ZTZmNy0xMTIvNTAw,주영엔에스,뼈엔 엠비피 MBP,https://www.pillyze.com/products/112/뼈엔-엠비피-MBP,4.34,골밀도 증가 51%,관절염 완화 38%,FEMALE,AGE_50
http://imgproxy.pillyze.io/bdLYtYidMCygeMW1qkM8F3KOKgecA3--j0AdGTItaCo/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS8xMGsvYjY5MWE5MGItMTA5OTIvNTAw,닥터스베스트,킬레이트 마그네슘,https://www.pillyze.com/products/10992/킬레이트-마그네슘,4.59,눈 떨림 개선 56%,피로 개선 46%,FEMALE,AGE_50
https://cdn.pillyze.io/products/v1/16k/bd359f96-16921/500,종근당건강,아이클리어 루테인아스타잔틴,https://www.pillyze.com/products/16921/아이클리어-루테인아스타잔틴,4.54,눈 피로감 개선 75%,안구건조증 개선 38%,FEMALE,AGE_60_OVER
http://imgproxy.pillyze.io/j_XUUnA0dpPJW2Lv8Q6j9qlmT9IFwOVhl3x_JUYnl8A/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS81ay81OWYzOWY1Yi01MzQzLzUwMA,뉴트리원,비비랩 저분자 콜라겐,https://www.pillyze.com/products/5343/비비랩-저분자-콜라겐,4.42,피부 보습력 증가 35%,피부 탄력 개선 35%,FEMALE,AGE_60_OVER
http://imgproxy.pillyze.io/ECPtJmUU_PwfcnKY7oc6L_q2Xg25OwxpcFwHVTx6Lkw/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS85ay83YzA2NDgxMC05MjU0LzUwMA,캘리포니아골드뉴트리션,오메가3 프리미엄 피쉬오일,https://www.pillyze.com/products/9254/오메가3-프리미엄-피쉬오일,4.56,피로 개선 49%,콜레스테롤 수치 개선 22%,FEMALE,AGE_60_OVER
http://imgproxy.pillyze.io/zArgUxcbvQkMvMZdHS1UdIcgtPPC8Xb__TfKxZWpSKM/rs:fill:300:300/czM6Ly9waWxseXplLXByZC1pbWFnZS9wcm9kdWN0cy92MS8xay8xODNjMWRiZC0xMzc0LzUwMA,닥터린,초임계 알티지 오메가3,https://www.pillyze.com/products/1374/초임계-알티지-오메가3,4.52,피로 개선 39%,콜레스테롤 수치 개선 22%,FEMALE,AGE_60_OVER
