번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),문화체육업종명,문화사업자구분명,지역구분명,총층수,주변환경명,제작취급품목내용,보험기관명,건물용도명,지상층수,지하층수,객실수,건축연면적,영문상호명,영문상호주소,선박총톤수,선박척수,선박제원,무대면적,좌석수,기념품종류,회의실별동시수용인원,시설면적,놀이기구수내역,놀이시설수,방송시설유무,발전시설유무,의무실유무,안내소유무,기획여행보험시작일자,기획여행보험종료일자,자본금,보험시작일자,보험종료일자,부대시설내역,시설규모
245,관광식당,07_24_01_P,5590000,CDFI3261042016000001,2016-11-16,,1,영업/정상,13,영업중,,,,,031-841-7187,,,경기도 양주시 광사동 691-2번지,경기도 양주시 고읍로 152 (광사동),11494,고구려짬뽕,2019-07-08 15:08,I,2019-07-10 2:21,,207533.5229,476645.574,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,관광식당,07_24_01_P,5590000,CDFI3261042016000002,2016-11-18,,1,영업/정상,13,영업중,,,,,031-857-7730,,,경기도 양주시 남면 한산리 292-4번지,경기도 양주시 남면 삼육사로404번길 8-3,11403,중원해물모듬짬뽕,2019-07-08 15:11,I,2019-07-10 2:21,,199706.2741,489703.7233,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,관광식당,07_24_01_P,4181000,CDFI3261042002000002,2002-12-27,,1,영업/정상,13,영업중,,,,,241-5453,,200-943,강원특별자치도 춘천시 퇴계동 1159-4,강원특별자치도 춘천시 우묵길74번길 14 (퇴계동),24367,쟈스민,2014-01-10 11:39,I,2023-06-13 0:00,,263677.535,485138.6051,관광식당업,관광사업,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,480.4,,0,,,,,,,0,,,,480
248,관광식당,07_24_01_P,4181000,CDFI3261042005000002,2005-10-12,,1,영업/정상,13,영업중,,,,,243-3001,,200-931,강원특별자치도 춘천시 근화동 710-37,강원특별자치도 춘천시 공지로 426  (근화동),,북경관,2010-02-11 11:50,I,2023-06-13 0:00,,263306.9046,485915.433,관광식당업,관광사업,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,147.9,,0,,,,,,,0,,,,148
249,관광식당,07_24_01_P,4181000,CDFI3261042007000001,2007-03-09,,1,영업/정상,13,영업중,,,,,256-4282,,200-852,강원특별자치도 춘천시 동면 만천리 329-13,강원특별자치도 춘천시 동면 순환대로 1154-42,,라이라이,2010-02-11 11:51,I,2023-06-13 0:00,,268301.8747,487416.1467,관광식당업,관광사업,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,131.03,,0,,,,,,,0,,,,131
250,관광식당,07_24_01_P,4181000,CDFI3261042008000002,2008-12-31,,1,영업/정상,13,영업중,,,,,255-2067,,200-200,강원특별자치도 춘천시 삼천동 37-23,강원특별자치도 춘천시 옛경춘로 807 (삼천동),24239,"춘천명물닭갈비,막국수",2022-02-25 14:12,I,2023-06-13 0:00,,262114.4614,485474.3446,관광식당업,관광사업,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,328.83,,0,,,,,,,3000000000,,,,329
251,관광식당,07_24_01_P,4181000,CDFI3261042009000001,2009-12-24,,1,영업/정상,13,영업중,,,,,254-3841,,200-113,강원특별자치도 춘천시 소양로3가 180-5,강원특별자치도 춘천시 금강로 38 (소양로3가),200-113,회영루,2014-01-10 13:38,I,2023-06-13 0:00,,263830.1091,486721.0898,관광식당업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,80000000,,,,0
252,관광식당,07_24_01_P,4181000,CDFI3261042010000001,2010-06-01,,1,영업/정상,13,영업중,,,,,242-3010,,200-853,강원특별자치도 춘천시 동면 장학리 144-16,강원특별자치도 춘천시 동면 순환대로 1154-97,,산토리니,2010-06-01 10:14,I,2023-06-13 0:00,,268215.6632,487927.4034,관광식당업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,641.52,,0,,,,,,,0,,,,642
253,관광식당,07_24_01_P,4181000,CDFI3261042010000002,2010-10-13,,1,영업/정상,13,영업중,,,,,262-1321,,200-180,강원특별자치도 춘천시 석사동 802-2,강원특별자치도 춘천시 후석로 11-4  (석사동),,룽타우객잔,2010-11-09 10:54,I,2023-06-13 0:00,,264972.0714,484067.5439,관광식당업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
254,관광식당,07_24_01_P,4181000,CDFI3261042011000002,2011-06-07,,1,영업/정상,13,영업중,,,,,263-5430,,200-180,강원특별자치도 춘천시 석사동 796-5,강원특별자치도 춘천시 퇴계로 191 (석사동),,전성환의 옛날손짜장,2022-02-04 10:08,I,2023-06-13 0:00,,265058.7665,484123.9031,관광식당업,,,0,,,,,1,0,0,0,,,0,0,,0,0,,0,231,,0,,,,,,,0,,,,231
255,관광식당,07_24_01_P,4181000,CDFI3261042011000003,2011-06-07,,1,영업/정상,13,영업중,,,,,242-8397,,200-042,강원특별자치도 춘천시 중앙로2가 15-1,강원특별자치도 춘천시 명동길 8 (중앙로2가),,친친,2022-02-04 9:58,I,2023-06-13 0:00,,263928.3666,486583.4605,관광식당업,,,0,,,,,0,1,0,0,,,0,0,,0,0,,0,214.5,,0,,,,,,,0,,,,215
256,관광식당,07_24_01_P,5670000,CDFI3261042007100002,2007-09-07,,1,영업/정상,13,영업중,,,,,055-248-2527,,631-060,경상남도 창원시 마산합포구 중성동 25-3,경상남도 창원시 마산합포구 3·15대로 383-4 (중성동),51283,백제령삼계탕,2021-02-19 10:38,I,2021-07-02 0:23,,343227.6774,191118.096,관광식당업,,,,,,,,,,,,,,,,,,,,,136,,,,,,,,,,,,,136
257,관광식당,07_24_01_P,5670000,CDFI3261042007100003,2007-04-27,,1,영업/정상,13,영업중,,,,,055-285-9751,,,경상남도 창원시 성산구 중앙동 101-2 대흥인터빌,"경상남도 창원시 성산구 중앙대로 33, 대흥인터빌 (중앙동)",51523,아웃백 중앙점,2021-02-19 20:56,I,2021-07-02 0:23,,352432.5251,192372.6652,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,관광식당,07_24_01_P,5670000,CDFI3261042009000001,2009-02-06,,1,영업/정상,13,영업중,,,,,055-288-3236,,,경상남도 창원시 의창구 팔용동 7 농산물도매시장,"경상남도 창원시 의창구 차상로18번길 45, 1층 1호 (팔용동)",51402,대진루,2021-11-25 11:51,U,2021-11-27 2:40,,349022.873,193510.9608,관광식당업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
259,관광식당,07_24_01_P,5670000,CDFI3261042013000001,2013-02-27,,1,영업/정상,13,영업중,,,,,,,,경상남도 창원시 마산합포구 해운동 68 유로스퀘어,"경상남도 창원시 마산합포구 해안대로 51, 유로스퀘어 9층 (해운동)",51745,유로파크,2020-05-22 16:38,I,2021-07-02 0:23,,342378.5799,188083.1591,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,관광식당,07_24_01_P,5670000,CDFI3261042013000002,2013-04-18,,1,영업/정상,13,영업중,,,,,,,,경상남도 창원시 성산구 상남동 44-1 대동백화점,"경상남도 창원시 성산구 원이대로 730, 대동백화점 (상남동)",51498,푸와대동점,2020-05-27 17:41,I,2021-07-02 0:23,,353660.8898,192440.5775,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,관광식당,07_24_01_P,5670000,CDFI3261042014000001,2014-06-11,,1,영업/정상,13,영업중,,,,,055-600-0819,,641-200,경상남도 창원시 성산구 대원동 122 1층,"경상남도 창원시 성산구 원이대로 332 (대원동, 1층)",51408,블루핀,2021-07-01 9:37,I,2021-07-02 0:23,,350576.0561,194594.1548,관광식당업,,,,,,,,,,,,,,,,,,,,,1675.45,,,,,,,,,,,,,1675
262,관광식당,07_24_01_P,5670000,CDFI3261042015000001,2015-11-23,,1,영업/정상,13,영업중,,,,,055-299-8365,,,경상남도 창원시 의창구 팔용동 100 드림피아,"경상남도 창원시 의창구 팔용로 428, 드림피아 204호 (팔용동)",51378,카르본&컬투,2021-02-18 9:45,I,2021-07-02 0:23,,346705.9823,196222.1377,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,관광식당,07_24_01_P,5670000,CDFI3261042016000001,2016-09-27,,1,영업/정상,13,영업중,,,,,055-546-2250,,,경상남도 창원시 진해구 용원동 1221-15,경상남도 창원시 진해구 용원남로 90 (용원동),51604,양자강,2020-05-26 13:52,I,2021-07-02 0:23,,365419.5962,179452.0927,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,관광식당,07_24_01_P,5670000,CDFI3261042016000002,2016-12-13,,1,영업/정상,13,영업중,,,,,055-276-5442,,,경상남도 창원시 성산구 반지동 78 케이프타운,"경상남도 창원시 성산구 원이대로393번길 25, 케이프타운 (반지동)",51420,금룡,2021-11-25 16:08,U,2021-11-27 2:40,,351260.4977,194674.7012,관광식당업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
265,관광식당,07_24_01_P,5670000,CDFI3261042017000001,2017-12-01,,1,영업/정상,13,영업중,,,,,055-275-8788,,,경상남도 창원시 성산구 신월동 77-12,경상남도 창원시 성산구 신월로 90 (신월동),51441,참수타,2021-07-01 9:37,I,2021-07-02 0:23,,354333.9085,193102.4053,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,관광식당,07_24_01_P,5670000,CDFI3261042017000002,2017-07-03,,1,영업/정상,13,영업중,,,,,055-551-1910,,,경상남도 창원시 진해구 태평동 86-2,경상남도 창원시 진해구 태평로 103 (태평동),51684,천안문쌀짜장,2020-05-26 13:54,I,2021-07-02 0:23,,352146.2527,184056.9562,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,관광식당,07_24_01_P,5670000,CDFI3261042017000003,2017-01-23,,1,영업/정상,13,영업중,,,,,055-551-9876,,,경상남도 창원시 진해구 평안동 1-10,경상남도 창원시 진해구 백구로 58-1 (평안동),51676,푸름각,2020-05-26 13:55,I,2021-07-02 0:23,,351131.2612,184693.1068,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,관광식당,07_24_01_P,5670000,CDFI3261042017000004,2017-07-31,,1,영업/정상,13,영업중,,,,,,,,경상남도 창원시 성산구 대방동 345-6,경상남도 창원시 성산구 대암로 141 (대방동),51469,호호손짜장,2020-05-27 17:44,I,2021-07-02 0:23,,355625.6895,191781.2434,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,관광식당,07_24_01_P,5670000,CDFI3261042018000001,2018-04-27,,1,영업/정상,13,영업중,,,,,055-600-5818,,,경상남도 창원시 성산구 대원동 121 더시티세븐,"경상남도 창원시 성산구 원이대로 320, 더시티세븐 1층 (대원동)",51408,푸와차이나,2021-11-24 18:00,U,2021-11-26 2:40,,350381.455,194669.2038,관광식당업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
270,관광식당,07_24_01_P,5670000,CDFI3261042018000002,2018-06-28,,1,영업/정상,13,영업중,,,,,055-267-0553,,,경상남도 창원시 성산구 신월동 45-3,"경상남도 창원시 성산구 상남로 206, 지하1층 (신월동)",51443,용봉,2021-11-26 14:20,U,2021-11-28 2:40,,353653.8112,193612.5372,관광식당업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
271,관광식당,07_24_01_P,5670000,CDFI3261042021000001,2021-01-21,,1,영업/정상,13,영업중,,,,,055-267-5242,,,경상남도 창원시 의창구 팔용동 169-7,경상남도 창원시 의창구 남산로27번길 1 (팔용동),51368,1985금화중식당,2021-02-25 9:31,I,2021-07-02 0:23,,346724.596,196717.0338,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,관광식당,07_24_01_P,5670000,CDFI3261042021000002,2021-06-24,,1,영업/정상,13,영업중,,,,,,,,경상남도 창원시 성산구 상남동 5-4,경상남도 창원시 성산구 마디미로4번길 5 (상남동),51495,수금재,2021-06-28 9:34,I,2021-07-02 0:23,,353339.5335,192928.2878,관광식당업,,,,,,,,,,,,SOOKUMJAE,TOURIST RESTAURANT(Korean Restaurant),,,,,,,,,,,,,,,,,,,,,
273,관광식당,07_24_01_P,5670000,CDFI3261042018000004,2018-08-13,,1,영업/정상,13,영업중,,,,,055-263-6618,,,경상남도 창원시 성산구 상남동 35-4 성산명가,"경상남도 창원시 성산구 마디미로63번길 7, 성산명가 (상남동)",51503,성산명가,2018-08-21 14:03,I,2021-07-02 0:23,,353126.3294,192401.3954,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,관광식당,07_24_01_P,5670000,CDFI3261042018000005,2018-09-12,,1,영업/정상,13,영업중,,,,,055-212-1133,,,경상남도 창원시 성산구 대원동 123 창원컨벤션센터,"경상남도 창원시 성산구 원이대로 362, 창원컨벤션센터 (대원동)",51408,하트인세코,2021-07-01 9:37,I,2021-07-02 0:23,,350741.1227,194512.0474,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,관광식당,07_24_01_P,5670000,CDFI3261042018000006,2018-12-11,,1,영업/정상,13,영업중,,,,,055-299-0991,,,경상남도 창원시 의창구 북면 화천리 432-21,경상남도 창원시 의창구 북면 천주로 579,51111,삼합짬뽕,2019-06-14 14:40,I,2021-07-02 0:23,,345500.9021,202127.5465,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,관광식당,07_24_01_P,5670000,CDFI3261042018000008,2018-07-26,,1,영업/정상,13,영업중,,,,,055-262-0760,,,경상남도 창원시 성산구 내동 456-21 일성그라미아파트,"경상남도 창원시 성산구 연덕로184번길 23, 일성그라미아파트 (내동)",51527,어주,2021-11-24 18:04,U,2021-11-26 2:40,,351817.4447,192273.9948,관광식당업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
277,관광식당,07_24_01_P,5670000,CDFI3261042018000009,2018-12-11,,1,영업/정상,13,영업중,,,,,,,,경상남도 창원시 성산구 신촌동 103-5,"경상남도 창원시 성산구 월림로65번길 10, 1층 (신촌동)",51568,청화관,2020-06-01 14:19,I,2021-07-02 0:23,,349367.5165,191106.2947,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,관광식당,07_24_01_P,5670000,CDFI3261042019000001,2019-02-07,,1,영업/정상,13,영업중,,,,,055-263-6444,,,경상남도 창원시 성산구 사파동 3 대한빌딩,"경상남도 창원시 성산구 창이대로663번길 7, 대한빌딩 1층 (사파동)",51454,중국관,2019-04-12 13:44,I,2021-07-02 0:23,,354662.262,193163.8971,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,관광식당,07_24_01_P,5670000,CDFI3261042019000002,2019-03-07,,1,영업/정상,13,영업중,,,,,055-288-1536,,,경상남도 창원시 의창구 사림동 24-8,경상남도 창원시 의창구 창이대로469번길 19 (사림동),51153,장독짜장,2021-11-22 17:37,U,2021-11-24 2:40,,353556.1661,194764.2218,관광식당업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
280,관광식당,07_24_01_P,5670000,CDFI3261042019000003,2019-03-07,,1,영업/정상,13,영업중,,,,,055-244-0621,,,경상남도 창원시 마산합포구 남성동 246-1 한백마리나타운,"경상남도 창원시 마산합포구 해안대로 331, 한백마리나타운 1층 (남성동)",51721,박리다매,2022-04-06 14:03,U,2022-04-08 2:40,,343494.6277,190294.0663,관광식당업,,,0,,,,,0,0,0,0,BAKLYDAMAE,TOURIST RESTAURANT,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
281,관광식당,07_24_01_P,5670000,CDFI3261042019000005,2019-07-16,,1,영업/정상,13,영업중,,,,,,,,경상남도 창원시 성산구 상남동 12-5,경상남도 창원시 성산구 마디미로15번길 11 (상남동),51495,오발탄,2020-05-27 17:36,I,2021-07-02 0:23,,353449.341,192756.4508,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,관광식당,07_24_01_P,5670000,CDFI3261042019000006,2019-10-31,,1,영업/정상,13,영업중,,,,,,,,경상남도 창원시 성산구 상남동 31-3 트윈스2빌딩,"경상남도 창원시 성산구 마디미로64번길 7, 트윈스2빌딩 (상남동)",51503,푸와 중국관,2020-05-27 17:43,I,2021-07-02 0:23,,352991.668,192444.834,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,관광식당,07_24_01_P,5670000,CDFI3261042020000001,2020-02-18,,1,영업/정상,13,영업중,,,,,055-262-8181,,,경상남도 창원시 성산구 용호동 73-34 윤성빌딩,경상남도 창원시 성산구 용지로153번길 4-20 (용호동),51436,대복성,2021-07-01 9:37,I,2021-07-02 0:23,,352994.7901,193555.2824,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,관광식당,07_24_01_P,5670000,CDFI3261042020000002,2020-03-25,,1,영업/정상,13,영업중,,,,,,,,경상남도 창원시 성산구 중앙동 97-3 상지솔리움,"경상남도 창원시 성산구 중앙대로 75, 상지솔리움 (중앙동)",51522,칭따오 황제쟁반짜장,2020-05-27 17:39,I,2021-07-02 0:23,,352654.9336,192703.7402,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,관광식당,07_24_01_P,5670000,CDFI3261042020000003,2020-08-24,,1,영업/정상,13,영업중,,,,,055-293-0885,,,경상남도 창원시 의창구 팔용동 40-9,경상남도 창원시 의창구 차룡로48번길 66 (팔용동),51391,이화원,2020-08-28 19:34,I,2021-07-02 0:23,,348597.8908,194632.5018,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,관광식당,07_24_01_P,5670000,CDFI3261042020000004,2020-09-11,,1,영업/정상,13,영업중,,,,,055-256-9888,,,경상남도 창원시 의창구 중동 754-3,경상남도 창원시 의창구 의창대로266번길 5 (중동),51380,마차이짬뽕,2021-11-22 13:50,U,2021-11-24 2:40,,348021.601,196909.9473,관광식당업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
287,관광식당,07_24_01_P,5670000,CDFI3261042020000005,2020-11-24,,1,영업/정상,13,영업중,,,,,055-267-5248,,,경상남도 창원시 성산구 외동 853-6 로데오가구타운,"경상남도 창원시 성산구 창원대로 840, 로데오가구타운 (외동)",51531,금화중식당,2020-12-03 10:45,I,2021-07-02 0:23,,352946.7858,191523.8803,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,관광식당,07_24_01_P,5670000,CDFI3261042020000006,2020-09-11,,1,영업/정상,13,영업중,,,,,,,,경상남도 창원시 진해구 석동 515-2 하늘땅,"경상남도 창원시 진해구 진해대로728번길 7, 하늘땅 (석동)",51674,하늘땅 석동본점,2021-02-24 13:29,I,2021-07-02 0:23,,354384.6073,185737.9824,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,관광식당,07_24_01_P,5670000,CDFI3261042020000007,2020-10-29,,1,영업/정상,13,영업중,,,,,,,,경상남도 창원시 성산구 신촌동 15-10 신촌빌딩,"경상남도 창원시 성산구 신촌로 29, 신촌빌딩 (신촌동)",51564,하림중화요리,2021-02-24 13:59,I,2021-07-02 0:23,,348088.6489,190961.6401,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,관광식당,07_24_01_P,4820000,CDFI3261042004000001,2004-07-19,,1,영업/정상,13,영업중,,,,,061-741-4747,,540-120,전라남도 순천시 덕암동 188-46번지,,,키스(Kiss)나이트클럽,2007-07-27 11:43,I,2018-08-31 23:59,,,,관광식당업,관광사업,일반상업지역,4,기타,,,기타,4,,,,,,,,,,,,,1981.1,,,,,,,,,,,,,1981
291,관광식당,07_24_01_P,4820000,CDFI3261042010000001,2010-12-21,,1,영업/정상,13,영업중,,,,,061-811-0400,,540-968,전라남도 순천시 조례동 1587-4번지,,,에코라운지,2011-07-18 15:28,I,2018-08-31 23:59,,247594.7758,161803.004,관광식당업,,,,,,,,,,,,ECO Lounge,Tourist Restaurant Business,,,,,,,,,,,,,,,,,,,,,
292,관광식당,07_24_01_P,5670000,CDFI3261042022000001,2022-02-04,,1,영업/정상,13,영업중,,,,,,,,경상남도 창원시 마산합포구 구산면 구복리 376-1,경상남도 창원시 마산합포구 구산면 해양관광로 1927-46,51783,수국정,2022-04-06 14:05,I,2022-04-08 0:22,,342514.5402,175027.8826,관광식당업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
293,관광식당,07_24_01_P,3160000,CDFI3261042007000001,2007-01-09,,1,영업/정상,13,영업중,,,,,2085-2888,,152-790,"서울특별시 구로구 구로동 212-8 대륭포스트타워1 지하 125, 126호","서울특별시 구로구 디지털로 288 (구로동, 대륭포스트타워1 지하 125, 126호)",8390,타오(중국식),2021-05-14 10:52,U,2021-05-16 2:40,,190680.5369,442392.6453,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,관광식당,07_24_01_P,3160000,CDFI3261042007000002,2007-09-05,,1,영업/정상,13,영업중,,,,,854-5552,,152-855,서울특별시 구로구 구로동 437-1번지,서울특별시 구로구 가마산로 229 (구로동),8284,도원(중국식),2015-06-29 9:59,I,2018-08-31 23:59,,189880.4497,443569.3526,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,관광식당,07_24_01_P,3160000,CDFI3261042008000001,2008-02-14,,1,영업/정상,13,영업중,,,,,3439-7793,,152-748,"서울특별시 구로구 신도림동 337번지 대우푸르지오 211, 212호","서울특별시 구로구 경인로 661 (신도림동, 대우푸르지오 211, 212호)",8208,상하이궁신도림점(중국식),2013-07-21 14:09,I,2018-08-31 23:59,,190005.1325,445250.5389,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,관광식당,07_24_01_P,3160000,CDFI3261042008000005,2008-12-29,,1,영업/정상,13,영업중,,,,,818-1414,,152-715,서울특별시 구로구 구로동 573번지 애경백화점 7층,"서울특별시 구로구 구로중앙로 152, 7층 (구로동, 애경백화점)",8292,얌차이나(구로) 중국식,2015-06-29 10:10,I,2018-08-31 23:59,,189570.3609,444336.0513,관광식당업,,,,,,팩스 02-6923-2701,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,관광식당,07_24_01_P,3160000,CDFI3261042009000001,2009-10-12,,1,영업/정상,13,영업중,,,,,826-8009,,152-743,서울특별시 구로구 구로동 197-5번지 삼성IT밸리 지층 109호,"서울특별시 구로구 디지털로33길 27, 지층 109호 (구로동, 삼성IT밸리)",8380,소용궁(중국식),2013-07-21 14:13,I,2018-08-31 23:59,,190612.7794,442662.4219,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,관광식당,07_24_01_P,3160000,CDFI3261042010000001,2010-09-08,,1,영업/정상,13,영업중,,,,,862-1642,,152-779,"서울특별시 구로구 구로동 212-30번지 에이스트윈타워2차 지하동 104,105호","서울특별시 구로구 디지털로 273, 지하동 104,105호 (구로동, 에이스트윈타워2차)",8381,죽림(중국식),2015-06-29 10:12,I,2018-08-31 23:59,,190565.1261,442423.3904,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,관광식당,07_24_01_P,3160000,CDFI3261042012000002,2012-06-14,,1,영업/정상,13,영업중,,,,,2211-0740,,152-888,서울특별시 구로구 신도림동 692번지 지하2층,"서울특별시 구로구 경인로 662, 지하2층 (신도림동)",8209,디큐브한식저잣거리,2014-06-18 14:35,I,2018-08-31 23:59,,190107.0454,445157.6264,관광식당업,,,,,,"대표자-오진권,최민수",,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,관광식당,07_24_01_P,3050000,CDFI3261042017000003,2017-07-10,,1,영업/정상,13,영업중,,,,,02-2244-0008,,,서울특별시 동대문구 전농동 60-32,"서울특별시 동대문구 전농로20길 2, 1층 (전농동)",2506,신락원 제라-1-1565호,2022-01-27 14:18,U,2022-01-29 2:40,,204981.4618,452955.6779,관광식당업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,89.2,,0,,,,,,,0,,,,89
301,관광식당,07_24_01_P,3050000,CDFI3261042009000004,2009-07-15,,1,영업/정상,13,영업중,,,,,926-5860,,130-860,서울특별시 동대문구 제기동 137-41 1층,서울특별시 동대문구 안암로24길 4 (제기동),2473,비나레스토랑   제라1-1112(인도식,2022-01-27 14:19,U,2022-01-29 2:40,,203046.0029,454014.5053,관광식당업,,,0,,,,근린생활시설,5,1,0,0,,,0,0,,0,0,,0,173.55,,0,,,,,,,0,,,,174
302,관광식당,07_24_01_P,3050000,CDFI3261042009000006,2009-03-18,,1,영업/정상,13,영업중,,,,,967-9595,,130-830,서울특별시 동대문구 이문동 288-23,서울특별시 동대문구 휘경로 3-8 (이문동),2419,영화장    제라1-1066,2022-01-27 14:19,U,2022-01-29 2:40,,205310.4618,454915.9395,관광식당업,,,2,,,,근린생활시설,0,0,0,0,,,0,0,,0,0,,0,124.63,,0,,,,,,,0,,,,125
303,관광식당,07_24_01_P,3050000,CDFI3261042008000005,2008-09-29,,1,영업/정상,13,영업중,,,,,966-7789,,130-865,서울특별시 동대문구 제기동 1142-8 지하1~1층,서울특별시 동대문구 회기로8길 11 (제기동),2468,공자식탁     제라1-1010 (중국식,2022-01-27 14:20,U,2022-01-29 2:40,,203452.1569,454291.5116,관광식당업,,,0,,,,근린생활시설,4,1,0,0,,,0,0,,0,0,,0,381.94,,0,,,,,,,0,,,,382
304,관광식당,07_24_01_P,3050000,CDFI3261042017000001,2017-03-09,,1,영업/정상,13,영업중,,,,,,,,서울특별시 동대문구 회기동 42-74,"서울특별시 동대문구 회기로13길 22, 1층 (회기동)",2454,도원 제라1-1541호,2022-01-27 14:19,U,2022-01-29 2:40,,204449.9149,454464.1758,관광식당업,,,0,,,서울시관광협회 신규지정통보회원2017-85호,근린생활시설,0,0,0,0,,,0,0,,0,0,,0,79.05,,0,,,,,,,0,,,,79
305,관광식당,07_24_01_P,3160000,CDFI3261042003000002,2003-04-15,,1,영업/정상,13,영업중,,,,,2066-6100,,152-826,서울특별시 구로구 고척동 69-34,서울특별시 구로구 경인로 398 (고척동),8275,실크로드(중국식),2021-01-25 14:59,U,2021-01-27 2:40,,187949.089,443890.8822,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,관광식당,07_24_01_P,3160000,CDFI3261042006000001,2006-09-11,,1,영업/정상,13,영업중,,,,,856-9245,,152-801,서울특별시 구로구 가리봉동 126-60번지,서울특별시 구로구 우마길 27 (가리봉동),8387,왕중왕미식성(중국식),2013-10-11 9:16,I,2018-08-31 23:59,,190115.7737,442066.282,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
